Scene_Name,step,historyId,type,answer,text-自學,text-導學,speaker,correct,autoNext,audio-自學,audio-導學,UniqueId
3_Chapter_2,35,261,answer,葉子持續吸收二氧化碳、繼續行光合作用。,再觀察看看吧。,,default,FALSE,0,,,HOMDEKIPOIVQLLOIJHUUFZEZJWBHUYTWZPRGSSMRHTHIBF
3_Chapter_2,36,262,text,,原來葉子在白天以及晚上，所做的事情是不一樣的。,,default,,3,,,NRTHZYNXTADWZRSRQLQLATLMWHWGICPZMSPHZOGSSOCKWI
3_Chapter_2,37,263,text,,糟了，旁邊的植物好像有點缺水，把植物拿起來看看吧。,,default,,-1,,,IOUYVJWFYQYMWUMMXDRJHKJYYHXSHZEJVCNTJGLMAOCTYH
4_Chapter_3,0,301,text,,奇怪，這裡是哪裡?,,XXX,,3,,,DOIMSENXKCTUBIHSUJTKXWQNXKIXNHCCKFIVDVNYMDTXLM
4_Chapter_3,0,302,text,,歡迎來到第三單元，在這單元裡，我們要來認識植物的水分運輸過程。,,default,,3,,,AIAEQOXKGTCIWMVDDNEAGYUDNYGOHFTMJIXWHEKUVTBILL
4_Chapter_3,1,303,text,,我把你變小進到植物裡面了，讓我帶你去植物工廠參觀吧!,,default,,3,,,YQSLJKIXAFBMVOIEWCMBBAPXBEVBRBJIOKARPBPJEVLPSZ
4_Chapter_3,2,304,text,,在植物工廠裡也是有分白天和晚上的哦。,,default,,3,,,YIXSCAOFUBORBUFHOFTIYRIQGLSJOYUERSTSNPSGAQTPCJ
4_Chapter_3,3,305,question,,看一下四周的環境，你覺得現在是白天還是夜晚呢?,,default,,-1,,,USQGUPIEZROQTQJJYXBKUEATAAUUXCZSOYMUVOSBYNPILC
4_Chapter_3,3,306,answer,白天,再仔細觀察看看周圍的環境吧。,,default,FALSE,0,,,DIBCPCUXDPGZMOHTOIXYRAISLHNDOTSVASMEPRSLQRBUWK
4_Chapter_3,3,307,answer,夜晚,沒錯，現在是晚上，太陽都躲起來了。,,default,TRUE,0,,,BFWECMQSPSRQTKWGTOCVYMMCWIWQFXIWJQOZTUXKEBUMIV
4_Chapter_3,4,308,text,,葉綠素寶寶們看起來很累，沒有在工作。,,default,,3,,,BGLDWSOWRKAMSXCRPUBJOVMLPQECINRHFSPZIMXCQXCRHF
4_Chapter_3,5,309,text,,接下來讓我們看看運輸帶吧!,,default,,3,,,XMXNZWMCGAGRYWLNFYDIPIKXZIYDQOHDISSNRZHVVEIRXN
4_Chapter_3,6,310,text,,目前上面有一個一個東西，這些就是植物生存不可或缺的水分。,,default,,3,,,JGQYMXFRVFIWFJTNGFDNXBFJTAGJMMQLLWIQBLQNOGWGIJ
4_Chapter_3,7,311,question,,觀察看看，在晚上時運輸帶上面的水分是怎麼樣的運輸狀態呢?,,default,,-1,,,SAKAIELKQHDGFBNTKWVYUELUKZEPUGFBXCOCRCWAIOLISG
4_Chapter_3,7,312,answer,正在運輸,沒錯，我們可以看到就算是晚上、工廠在休息的時候，水分仍然會以非常緩慢的速度在運輸，保持植物的基本生存哦。,,default,TRUE,0,,,FSLMXIFJRLAOAHFKVVTTTJHFFGIQEVYQVZMONUDSXOVANV
4_Chapter_3,7,313,answer,靜止不動,再仔細觀察看看，水分真的沒有在移動嗎?,,default,FALSE,0,,,BYRNGOBNGSSCVXDRNOMVHVTSMVTGJYXPVQFHKAXLWSOOAG
4_Chapter_3,8,314,text,,接著讓我們按下工廠啟動開關，準備讓植物工廠迎接新的一天吧!,,default,,-1,,,HBETTCFRMIFCVWOBRNHMFJHZOPJTHGRXBUNOTIGRNMPBMV
4_Chapter_3,9,315,text,,工廠啟動了!,,default,,3,,,HMIWEVKQJGLZOCXKZSEDQXBHFBKUBVZENXBASXEBZVZNEN
4_Chapter_3,10,316,question,,看一下四周的環境，你覺得現在是白天還是夜晚呢?,,default,,-1,,,WJSGLEWTNEILXHCQLDRTNJJSOXIFECDOBSUIDZHHQJHWQN
4_Chapter_3,10,317,answer,白天,沒錯，現在已經是白天了，太陽升起!,,default,TRUE,0,,,YUTXDRWLSAGMMMDFJZHKSDWHSEQLSEZMWKKTSDRKGLRXXZ
4_Chapter_3,10,318,answer,夜晚,再仔細觀察看看周圍的環境吧。,,default,FALSE,0,,,DGKOWMKKFLVBPRNQPUSYCGOSIPXVNLDAKKQPGXGJACRZZC
4_Chapter_3,11,319,text,,太陽提供能量給葉綠素寶寶們工作，葉綠素寶寶們開始將運輸帶上的水分、二氧化碳，加工製成氧氣了!,,default,,3,,,EEHOEXYOUZVSTQXGYSXWYJSHLSHBZGGSMLEZVREBJOIGFB
4_Chapter_3,12,320,question,,現在讓我們觀察看看，在白天時運輸帶上面的水分是怎麼樣的運輸速度呢?,,default,,-1,,,AWIYLGERNHVKJENVKVZSIZQHHKSTVRZLAVQAKPBHTVXTEG
4_Chapter_3,12,321,answer,比夜晚運輸時的速度還慢,與剛剛的夜晚相比，速度真的有比較慢嗎?,,default,FALSE,0,,,AHJWVJGOGWAQUMDDHCAGROOOGEWSKTQYKPCUTZXQMBSDLM
4_Chapter_3,12,322,answer,比夜晚運輸時的速度還快,沒錯，我們可以看到在白天的時候，水分的運輸速度就比夜晚快很多。,,default,TRUE,0,,,FEUSDVGCKSYTYRDYIJYTUZDSQTXJWWUGICXOKGXQPEKORY
4_Chapter_3,13,323,text,,這是因為植物工廠開始運作了，植物需要用水來進行光合作用。,,default,,3,,,OJTZMXCIANUEGKMXBKZVDVFIZUMYHVMBCGQYDFEYSOZPVC
4_Chapter_3,14,324,text,,你已經基本瞭解整個工廠的運作方式啦，現在就讓我們到各個部門去看看它們在做什麼吧,,default,,3,,,VNSAOCTXHNQPZQYSEGLNWLDQPQCKWPFHZYYYWERDPWTAMQ
5_Chapter_4,0,401,text,,歡迎來到第四單元，在這單元裡，我們要來認識植物中的葉有什麼功用哦!,,default,,3,,,ZYMGVHUGKCVLNHHBQIDJOIESYTCGUSSKYOJQNIQMCMGXEM
5_Chapter_4,1,402,text,,現在我們來到了植物工廠中葉所在的區域。,,default,,3,,,IDTWSJTGWNMATXRZDIYDEEXZXNXULMXFJVZAUHELOSHVQZ
5_Chapter_4,2,403,text,,當我們把水分運輸到葉子的時候，水會在這裡與太陽進行光合作用。,,default,,3,,,NALJPLWQXQTUGWKEHTMDGJUMIHYJFTISTIIFGMOLSWNASO
5_Chapter_4,3,404,text,,讓我們來實際參與光合作用的過程吧!,,default,,3,,,WLLHLMMGUPCAEUFQRBHWHKGWSOQGCAFBENKWBKKRKWKKSX
5_Chapter_4,4,405,text,,我們可以看到面前有一條生產線，當水分運輸到葉綠素寶寶面前時，葉綠素寶寶就會將飄空氣中的二氧化碳抓下來，,,default,,3,,,HAQFBMWPWBCNXSVEDMXSUTBXIPSAFGGBCGERSPNNFTPXUV
5_Chapter_4,5,406,text,,與陽光的能量和水進行光合作用，不斷產生養分與其他副產品。,,default,,3,,,YHNSLVBPEMMAMJLEUVTVQYDISLXTDYHQAQEYYEBFRCMPCI
5_Chapter_4,6,407,text,,你可以操控眼前的面板，將太陽光的照射強度變強。,,default,,-1,,,CXQRFRMRIKFGIXAMVGRSWXTBXYFTZEYCFDKKSHKCLSRYHL
5_Chapter_4,7,408,text,,太陽光照射強度變強了一點，可以看到水消耗的變多、面前的指針稍微變高了，光合作用達到了稍微好一點的效率。,,default,,3,,,FLMKYBSHKJZIPSATPLFRYLFRWJCZMEXEZTLMFQFGPSODGD
5_Chapter_4,8,409,text,,但千萬要記住:陽光也不可以太強，不然光合作用的效率反而不會變好，葉子也會受傷哦!,,default,,3,,,EVUPERBSPBAROIGJPTFHSXAUETTRLNBVLZIHWWNSXPLHWM
5_Chapter_4,9,410,text,,因為我們提升了太陽光照射的強度，所以稍微有點缺水了。,,default,,3,,,KZNBKYXZTTDYWFHHLAHWETFNCGLBADCLXSZUDRSCOKWVVA
5_Chapter_4,10,411,text,,調整供水量獲取更多水分，以配合更強的太陽光照射強度。,,default,,-1,,,MOJYBTERJYHIYUTUNYMVGISEDSFYXBSBVUXONWQQKUHDSF
5_Chapter_4,11,412,text,,很好，你已經學會了基本的調節了。,,default,,3,,,MSISFCAOWBFXMBYYKOHSLONECGAODDKEHDWZLATWWJXCKM
5_Chapter_4,12,413,text,,現在可以自由操控，想辦法讓植物的光合作用發揮最大的效率吧!,,default,,-1,,,TKUSAWZARZKGEDGHULXPKBZWUYOSAEXDXBLAFOLMDZMQRB
5_Chapter_4,13,414,text,,陽光有點太強了，有點缺水哦。,,default,,0,,,UIKWYKXHKAJQQTPUWCZHIFVVKDLZLGENBFQWGFJAIQUIFU
5_Chapter_4,14,415,text,,好像可以再把陽光調強一點，讓效率更高哦。,,default,,0,,,CFVIVFNYFVNJKFIWRAVLWMHTRGIAIAYHBLZVPXFXQMOGWO
5_Chapter_4,15,416,text,,很好，我們成功讓植物的光合作用達到最佳的效率了!,,default,,3,,,CEMTSNDRDORRKRQNJLNPWDMKHDRMNWDYLYIZWJOFPTLGWI
5_Chapter_4,16,417,text,,恭喜你完成第四單元。,,default,,3,,,TWPKGIBIACUVDAPVKYZIHGTAAQSVJSBAQTXRSMZHABRVOD
5_Chapter_4,17,418,question,,想一想，葉子除了可以行光合作用以外，還有什麼其他的功用呢?,,default,,-1,,,BLSTEFENBLUBYBKIEZZLTRFXSIERLIBENJRXDRUZDLNLVB
5_Chapter_4,17,419,answer,保護植物，避免植物受傷,沒錯!有些植物的葉子具有保護功能，比如仙人掌的刺狀葉子，可以保護植物免受動物的侵害，並減少水分流失。,,default,TRUE,0,,,CISQGSKLUYDNMSUDVHDRUWGQFTCNFQUVCKDRZNZYXKKCMV
5_Chapter_4,17,420,answer,感覺和運動,沒錯!一些植物的葉子能感知環境變化，並進行運動。比如含羞草的葉子會在受到觸碰時合攏，捕蠅草的葉子會在捕捉到昆蟲時合攏。,,default,TRUE,0,,,UBVCFWVZHNFRKIXIAURYMGTRDMZUEEIANGTNGEOIRXTUVT
5_Chapter_4,17,421,answer,吸收水分,吸收水分主要是由植物的根部完成的，而不是葉子的功能。,,default,FALSE,0,,,EFGHXLSQCYQFYJNGTZTBYRUYSUUGJPBDPFMZCAZCOMAHWV
0_LandingPage,0,801,text,,<pass>,,default,,0,,,PNCKANPDNIYEWYNTXXXEPOXQPAWWWOCBIMYHFPMHNWAAWY
,,,,,,,default,,,,,GPAKYSEMNRUNPIESPCXLXUOMEEUMMLBCDUDGWFHPPVDSAT
,,,,,,,default,,,,,YARJXLNVFSKSZPWGWGAWYVLQIUFPRLDGIEARVNYDKYFRDG
,,,,,,,default,,,,,WDWCPCEHTAGHVHOUPUXEEKNCPESLFCVNSPDVCEZWEKWVCT
,,,,,,,default,,,,,ZSGGCUHXMKUSSDUYYMJPILIFRKBEYRARANJJNKOSUMADJZ
,,,,,,,default,,,,,KCLXEYHFEOXJCLEBHVHQALIRZIEFGCBHDZHYTXKIUNQTCH
,,,,,,,default,,,,,PBMTAEIZTNKZUIYNMNUDHUBLFBDUQTHDLWMOERWLXFFYNG
,,,,,,,default,,,,,ZHQAFUVOFNCCAISXUQRRCUOKLZSLQMGCHPFQEYPRZEPDTQ
,,,,,,,default,,,,,ORTLAICHUBPTFFSTGTTYBFOTZSHMSCCEDMZFNGWFWIPSWA
,,,,,,,default,,,,,KKVNKDYXHPFBGJHOXOMTNTDNKGLTSGFOJGMAOZXELKGFHA
,,,,,,,default,,,,,NOEYZQEZLOSVZJSZBJCOCAZBBDISHEVBNRCNOAZVYTUAXK
,,,,,,,default,,,,,HFSKGVFCLJXVPTGGJODFLHLXBWRLNZPJTCIYWVQJRBUDEU
,,,,,,,default,,,,,AQNVNOFHPYAXKWGRTLVYSNGICTROWMWZLADUTXXQYAWIOU
,,,,,,,default,,,,,QLULVPGYHAMXMWXSWYHDFJATJOQWACDCALFWFBFXXVBMXA
,,,,,,,,,,,,MPOWYRZIBUQFQYAVKOJYFBUMPCLZSQRBJMZJPDKOCSBATQ
,,,,,,,,,,,,KUPUOHZTTSCCXESOAXXUUEWCQANJDHIRICDLNNLQTTJRHA
,,,,,,,,,,,,KHMLLGQUCHQKHGMRCHQFKMFUWXKMOSWLHZGOXNSDODAQMZ
,,,,,,,,,,,,KRZAARXQJGBFSSDBPYFVAQYFPSRRUTDNPDATCCTLYOJWUF
,,,,,,,,,,,,FSJGTGBCKBPABSGPQPNQLYCJTVQQDUEFSEYOTCRJKFTFEA
,,,,,,,,,,,,MSNUZIALKJPHVDWDJFPRDFTLKMPUBSAAYLWKGMFGLHIOFQ
,,,,,,,,,,,,UFVWEBFVCOGWHLFYKHBEIRCFYRXYVESBNDKKOPOKKYXTKW
,,,,,,,,,,,,OSFACYRJCYBRSHKQFPWCBBNISVTLWPFGRKRIQXIZJICPTY
,,,,,,,,,,,,KOTBLIOUOTAXGXJFYZGWAGVAUPVXAGUZLMLQMEWDRSKQTD
,,,,,,,,,,,,POGUCFCQZWXCUNZNUDVRBROUKFJNFUNTKQFEPFIHBZZOMQ
,,,,,,,,,,,,DIZJLIJGCBDUHLEDSWQHYQZQHVQDXSUFGHZBNVJHBSNZBY
,,,,,,,,,,,,RQPEKVOWJYHVONOEBEJOPCIFPAWUHQRZYIDAKALTPIAQHB
,,,,,,,,,,,,NRKCFPCLDMEWKVUWPBSIHFPADCCDLUVMCXJUSMXQFUYKGE
,,,,,,,,,,,,DLJNWIQAOAOHSKCBSDGVOGDBJIZCKANMUZJMPYXCNAWDII
,,,,,,,,,,,,OQLMKWAHWFOHDEAXDGHPBRJFYISELDMZBBHVULCQSFTBZY
,,,,,,,,,,,,LPKYPAIIINXCHFLUHTSSZRAAMOFHGIBZBCXRBQDVOFIOLL
,,,,,,,,,,,,SDSTQJBBVYXUTGGQZNVDIGALDOMILZDMHRPTWPYBKEIMRO
,,,,,,,,,,,,BJDLIPZRONIUIOKTOEKBDGBXFLIRZOIOTEPBNRNDFOVBWS
,,,,,,,,,,,,UJQXIJHUOCQUHPBZYDTODLESZRKNHKWGZPYYNKEEERXORM
,,,,,,,,,,,,JXFXTBDUTCVJUWCQTZLUGFXETIGXPMROHXSDWSOXVTDHFI
,,,,,,,,,,,,UCHIQRRCSZZVUZEAYAHYUEHNZVLGPJORALHRHQVSKXMZKZ
,,,,,,,,,,,,BKKUHHAATTCBTPCUVXKNRRRXPQKXSIFIZIRIGZACNIZALZ
,,,,,,,,,,,,ZNTOLEMWBGWPAOKCKYKHJCOXACWJYIMQQZQCEQGJISNMQK
,,,,,,,,,,,,BAPLWEKBAYDQSIFGROJYAMOJDOGKVCXHFIGFFZRWMTEFMQ
,,,,,,,,,,,,XCDNRKCXLOMLLTZECFDIESMVQVPEVIDMWHPXRSQPLPRRYJ
,,,,,,,,,,,,IYIHXWIBCJWKFKHAVSDHKVMXWODJDYWVTRNKPNSORPAVPC
,,,,,,,,,,,,EPCDUJZEPBOEJWTNJUHMOZRZQQCRYOWOAFKBFSAYAZFKST
,,,,,,,,,,,,IPNPOISGPZFKNASKBGKJOYARYILKOHHAZVUXRMOISVNREV
,,,,,,,,,,,,FTFBRMRNFXZATKFJVCJUFZKJNAVXAZBGAPEPWYFTUHQCXF
,,,,,,,,,,,,TDNNENNPANPPAQLZLACEXNKWDPQLONVRSGPBAHUFQGVUAZ
,,,,,,,,,,,,FQAOWVBXUVMOKQSTRKYYGMPHARXSLZXCGGBPZGNLTDDJQF
,,,,,,,,,,,,GEGQVLSYDOZHLMSGBVAVEHQCGSOWOSWSXGOWXOZQVYBZSP
,,,,,,,,,,,,NRTJVTWVFXWSVBISYFOEYMPUEBPDLDSYHVABWRUHLWPERS
,,,,,,,,,,,,TGEXJKVCILSNRJXDLYYIRFSCKLGTHRUENBTIRUECHBZDTS
,,,,,,,,,,,,FJNKXJJBITNFRWMBOIYQHELUJGEWULUDBDELAJWYKWASNH
,,,,,,,,,,,,WZWXMEXTIIUSKKTCYDQXSKQLEREDXDSBGEDKSHCYCVHZLB
,,,,,,,,,,,,HUNDYHPCGDCHMWDNRWBBCULGXKSAJQUEEKQPIJPJZZGORQ
,,,,,,,,,,,,ADDDOFIQNIUQZUKOGJXGHFKHWSGDQWEGJDZRZPMFJCQKQE
,,,,,,,,,,,,CSFUQIVGFBPFPBKQMHRYIRWQUXBXECHSKFRDWNVWPZSJYE
,,,,,,,,,,,,QINJKYKUOPYVTYJPBMKGZNTBIUTVMVZSKNWELXHLQYTECC
,,,,,,,,,,,,XGTWSVYVQPOYCZCWWYKXHYBQYNTRTIYAVNXAXFJNXGDGIB
,,,,,,,,,,,,PHFDJTTCIPDSUDYJDYICLMZUEWXXMXPZVUBNSDAEGORIXX
,,,,,,,,,,,,QCKQWAFJLIMUSWCSAFJMDOSVEDLWKONKRIAZGJLKCOSOBM
,,,,,,,,,,,,KOPUPHDTBEKOVWOBHATJGYDEFDCAHLDZGPKWOUCZSMGNTJ
,,,,,,,,,,,,FNDSGWJYVTVYVYCRWCOGOTHEQCAXOONALTXFHOBPZGHLTR
,,,,,,,,,,,,RRAHOOBQDASAYWRKTFOTCCDHLRKQVRRIRGPZHUIADBRAXM
,,,,,,,,,,,,JANCRHNUATMKGIYRTWLIUJWOWAEKEHXAWCTYTXLCMTSLLW
,,,,,,,,,,,,UTDSHEDUOATCEYECMHOYHPZXHSABRBUTZDYKFRCHLFCDYC
,,,,,,,,,,,,IPEIHNHMOMIKOFIBQKCCLSHPDCKEHWITKXHICADBWXSOKW
,,,,,,,,,,,,JFSHJSRPPAUYOMUCEVXQFMMFIXLCIBSDIUVBMHHKDYNSEY
,,,,,,,,,,,,BKVQONBCDHTXLTQZGTHTTTNPTWYKYHRXWUKOMCMNRZOURV
,,,,,,,,,,,,FZZBMGTOFJTAWHDVKFCEXIQQTXIUENITTZFANCNPDOJQGK
,,,,,,,,,,,,WKIXMHAMZVDSTUYIPHMMXTSSGXDHPRRGUOGQNEFICWJPXH
,,,,,,,,,,,,BKJFRWJFVUSTXMGPWYXMLFSGDMCLFKFTNOUYSHRQHOVDBU
,,,,,,,,,,,,HBOGBDWAAVUULWIHWSFDUZWMJMDNCDDWEOJAOXIFVGOUDW
,,,,,,,,,,,,RAQCXGKHCWBJLEYXQYSQBXFDJDDXDBXUCRYZQPBVZQWNTW
,,,,,,,,,,,,QIXURZCNGMPBIJLHAWDSAFSTXCHIPHWJALTBNTCBXFVWFC
,,,,,,,,,,,,DYINBGHAKBHXYKABGHHQTVLPXDQZYURHSZBQGOOCXRWULI
,,,,,,,,,,,,IZRGTXMYZFSUTJWOLKLYHJSWDQBNCHOSQVJHAQIHTERAQY
,,,,,,,,,,,,DWGLKMLEFUBWSWNKRKDQGNCYBWKSIPIVAPDGLFQJMVJRUY
,,,,,,,,,,,,XBYXFYAJXMMFLTRDXXDBFACLSHTPHQAIBIITLQNMJRWFAP
,,,,,,,,,,,,KPECJWKFOTBXGZKLYLAHPAFLEDYIECCAVGNPGAXRANELEG
,,,,,,,,,,,,BOSALTYESBUHSGBILOSIDSZUGQSHOCVWQGGBZKEBOTYJCR
,,,,,,,,,,,,OUKMUBQWORXLYPUXLGHOTAJBQALWLEWASJZDGLYQTKYKNW
,,,,,,,,,,,,OIHAZBCKMLJIBNGKNMSWFOZTODYKKJDDFWFOFTNGJAFGCM
,,,,,,,,,,,,HGLHIACJKXZHOVBENJKYZYJBLILRUYHGJVVKNVMRTSIYEQ
,,,,,,,,,,,,QCWAGEXMDKPRJDCIJATIBJJAUSYADGKUBKMGVLJDISRKBK
,,,,,,,,,,,,PHBDADTYZVHNEOLAJEQXKERKIHYZYGANXMWZQCCQZVENBL
,,,,,,,,,,,,ZCIASCXDJKARKFMHAAPGBWRAAKITBNYKJFNTTGCPXGYCFD
,,,,,,,,,,,,OBGJXWPVGIZQTAFLWEJAJACXCTHAOHXZLAIYGYRWDPLKVP
,,,,,,,,,,,,UBEHLUFOPWHSOHHVSQFGTVBZFUDDJUPXFGMZPEFIRSPLYW
,,,,,,,,,,,,VFCWYGJEZNYEIKJJKHPDKLTXEDQLTZVZBHVXZSJFRLVNIC
,,,,,,,,,,,,ERRJCLQNFHNEZXMECPXTEJUNDWSGZIDSIZXDZCISUZMKIW
,,,,,,,,,,,,JFTVUENNHASSJAGGCBFICTPVTBKOLVYPYYCPCYCFBCKGET
,,,,,,,,,,,,PRVDSMXBKTTXKXEITGIZUUUGUAHXRZAIVVRLHXFYHYGBNC
,,,,,,,,,,,,LFWTUJTJISDCNBFMFYFPVPJRIULZTHHAWUCQTJOXPDKEOP
,,,,,,,,,,,,UZHWZOFGUHGOHJPCDIZHRWWUVHZHJWLVXQINHVPZDASEHS
,,,,,,,,,,,,BSASRFCGYQXJMBJDGWBPYWMVLDLXBQQCQYQRRHWCBIEFKB
,,,,,,,,,,,,CRSKCWATMKQSEFYCIFOPREGTQYJKIVBUREZXNSYKTGWTOB
,,,,,,,,,,,,WAOALKWHEVJLEEZIHNATOSWGXZERFXUCSRNZQUMOWAIJLO
,,,,,,,,,,,,LWIPEIZHHOOHUFTHSTYCGWCKDCEUOIWADQRSGSGPSYJGSG
,,,,,,,,,,,,HXCZWEAWEBVVDIWQGXWBPFDVMSYEBATRNLYKWCWTEMCCAV
,,,,,,,,,,,,YXXPIEVLZTEXMXVTEFBNSKWFYFKDERDZCAJZXXDBYZRRUN
,,,,,,,,,,,,GPDYMTWCVBGAFIHKJAJSTSQIJJAYKDPADEDZLWWPXZZOCU
,,,,,,,,,,,,MBZZBCNVBPOYVOZUGVGJTHHFYMTDCYSRNGNOZHOICIDRNT
,,,,,,,,,,,,ZBXZXLOAEVIGXYVLLDPPABQNMPVAJUZBHZZXWAUEBGFODN
,,,,,,,,,,,,NJLPDDCQOJXAIRRXJYXDICMCGKMLEEYFULPWKBBJMXMPCX
,,,,,,,,,,,,LSEIITHBAIUSJFYXSHUCNALFSBOBZLNJXAEIMGIMQBNLAU
,,,,,,,,,,,,QYNRBRPCMOSOEXQVHNVCCZBNPHDJVFYVEDIHVOSJTADJUQ
,,,,,,,,,,,,JCDAMIZTAPJWPRDYNDDZXURZWPWQPXANNHFYWWLTGTVLRR
,,,,,,,,,,,,OSWUABAAPEKKDEZJCXPNOCBJGWQBKHRBSPSVQIITZWXAVR
,,,,,,,,,,,,EKFJKYWRHIAMJICQJGLBUKDPMNNYENZXBTDEGREJMUQOZI
,,,,,,,,,,,,IIUJGSJXLTAYPBUSHXOAYCNFAUVMGTCYHRKTTBHEXDKISM
,,,,,,,,,,,,SWGBJXSGVFUFAQFFMJEXKXEOGJBXXOLCCIQKMGJSXXQZMU
,,,,,,,,,,,,KIGYRFPPMIGZVAYBGVJULEEYXIJZXZLVXDMVJDOUSJLRAJ
,,,,,,,,,,,,FZCEQFDHSERWNVWIQUBNYEGBKHLBOAGYIOOSLUQHDVDGDN
,,,,,,,,,,,,WGVIWDRYVZWJVJIFKDTSNQPLHSURVXRSKLFMKZUDTDTBOY
,,,,,,,,,,,,EOXMKIIZENHPTKDMGNLKBLYXDCWGGNEKHOLJNGIMAANLMV
,,,,,,,,,,,,AMQHSJNRNVRJBXOOJEZBARHGMMHDANIMDLRKXQCOBARWGW
,,,,,,,,,,,,KHZEYGSIZQBQXHDRERHDOVUTEFYTNNGPFRPDFYKRTVPOFY
,,,,,,,,,,,,VMCKUUUCIJVANSDUSYAMXCAWEBYKSOUJOIZQAPONBJDLGO
,,,,,,,,,,,,UAGLUCCRMNPWNMJMFPUKPNTHXIPVZBUMOHDDZTDCHSTTGJ
,,,,,,,,,,,,IDHHLCYHMWZOUEUWAIECQUFNCVEQDRDKIUVMVDJORNVSWG
,,,,,,,,,,,,TZLDQAAOGPWWMINGOWUNMBWUGXFXPNTGFSXOXQSJPEZQHY
,,,,,,,,,,,,VAKUARQXIBLOGZGVYMJKMAFKNVTGSYMQPFITCFKRPAGFET
,,,,,,,,,,,,XMBCZDVKMAXLSYEJAFXIXRJDGDSXBCJJJQJCVEFLKSRIIA
,,,,,,,,,,,,GUWXHBZRDARJOKCSLKDQGHHYXFKQJOIZCVLYQICBJKMNOZ
,,,,,,,,,,,,FFJZTTGITZXMGJRKEPSWAXYPEBSNHGTCACVJLIJSRVCSVY
,,,,,,,,,,,,UNETJDYZJTEINZNIAHUMGQMXQVKOUHELADDOYIFHVGHZMJ
,,,,,,,,,,,,RRXYIHTEYVRVEQYIAAYCEYGDCKXXVZTUKWIGGPOWUYFLGN
,,,,,,,,,,,,QUZHLNGQYEHFPYXWQCHVJKHMMVDACDDIEHYLTKSHGKYXUR
,,,,,,,,,,,,TRRVMMBPYTIMUOIBQZWUPKFVVQVAEQGJPHQXGDDBLYUTIM
,,,,,,,,,,,,XPBDNRRORZFHHVNEZIOHWEZJUOEBSJUDXKYXVRNHTRTPXO
,,,,,,,,,,,,MBLHVIIDWLKFKOOKUKHNVFXPGYOBDHSAPLQZOKARIVPOOG
,,,,,,,,,,,,AKXIERHNGBCRSZDWKQNGYAGVYWNMPJPZKJVUVNJLGPIRNV
,,,,,,,,,,,,UXMLAEDNIJRMYYUUMBOCZIJMASIEZYQJCGELYFYOHTCYRF
,,,,,,,,,,,,XUUNZXHBFQCUWPYCAXXYUKIMKISUZYQWKINFZYQIRFWQPV
,,,,,,,,,,,,JKIVSYXCDRWTCVOUYZULYALURYULUZFOGBXKQPHHCHOCMK
,,,,,,,,,,,,YPGFHMNQHGHQZTLZMYBLHKZHBAHTKMDEACNBFCZJSNHFTT
,,,,,,,,,,,,WOUSPQLEYUHZQENHNDAFWDEYYWZCROZACHBXFCLOJJFEAI
,,,,,,,,,,,,FRUXBMJXJECBXPGISYBTDLMSXONFNBSZJXGEQCIKQLXEYM
,,,,,,,,,,,,SIEYMNPGMKRELLXTPBYZZQICTPSDBPMQUHBWTIYGFIYTON
,,,,,,,,,,,,FFMLTPQHVDCUCGEDZQMELJWJNCHYWFQIQIOLZJOXBOZDNX
,,,,,,,,,,,,BTTATLTLMGUWZVRSCOYLNEZQGVHGWFDFZWYUZKDBIOUYCQ
,,,,,,,,,,,,MTAQVIVBPIYEMFLRVIFYPZVTZQWQARYZWFWGMZBSSLBNFD
,,,,,,,,,,,,FQAFFNTPSZQVJLZVEWJLFVHAKAIIOPGIBUWJFCCDBYFWYW
,,,,,,,,,,,,AYGFZXPBRVCIEETKAGMNMZPFQJJFRHNKDCJUWNWZQWVJUQ
,,,,,,,,,,,,HTQGUUKZWJQXSNYNGXBJACUBPSHGXVFNBEHGUFOZNOJCRW
,,,,,,,,,,,,YUEHWDQHGRAYCBNLASTLWIWFQPTRJOYHPKMMXUTYXIQSYJ
,,,,,,,,,,,,LTSHJHBZXGBEHHZEFKHHKTLPHFFCNQSOCBEEBPZLOTHLLY
,,,,,,,,,,,,HJTVVAUCPAUNUQJFKBOJHXGESDNONHHIKRDFJPWLGQXBYF
,,,,,,,,,,,,ZBLOWXPMMKLYOONXMUQWIGCVWOEBZZRMQBBEVSTSCAKLDR
,,,,,,,,,,,,QWTNPFDXFVPHEALBOKDYUHHQAFSQTEDYNXUAQALUCLKDPP
,,,,,,,,,,,,IIKGKZFKOSKEMVVDJQYPKOOFHUXUTNAHONLBQRLSITRSEF
,,,,,,,,,,,,QWZHDVVDHTBTUKEAMJRTSMVMUZUCXNXJJMNANOLAUOCRMN
,,,,,,,,,,,,JVGHEAWMTJOMVHHNTORVSAVLXSABTIDOVQBABFHIDFGGWG
,,,,,,,,,,,,BCIRQBLECKMDHRMFQEPTFEXGZPYQQWAOGTYNFYUQAEMIZY
,,,,,,,,,,,,FCAZVFHMJLIOQMHGDOUIGMZRVWRONUKNJXHHJPMHRBWSJO
,,,,,,,,,,,,HMKUGDELEIBNEZBOHTSYVQTHNYRCBQYFBTFYXYDNJWXIPL
,,,,,,,,,,,,MQLHJBFWTVQUYPRCRGBHXCJLAZLXQVCAEFVJYBSCARVRRR
