Scene_Name,step,historyId,type,answer,text-自學,text-導學,speaker,correct,autoNext,audio-自學,audio-導學,UniqueId,
3_Chapter_2,11,219,text,,互生的葉序就是為了讓榕樹更好地適應這樣的環境，讓每片葉子都能充分接觸陽光，有助於植物在光線充足的地方茁壯成長。,,default,,0,172,173,YDRVZWZPJMBXGLUUVJSQVHZMYUJSHCQJYGCFZYMZNQTTOC,
3_Chapter_2,12,220,text,,讓我們繼續觀察其他的枝條。,,default,,0,174,175,QOLKBFMJOHNDVSBOWBBQKLXIZQIXSRJJKUHORIAGILKUON,
3_Chapter_2,13,221,text,,讓我們來觀察看看桂花的長相吧!,,default,,3,176,177,TPFNNFQHKRCTPGECTUPXGCNFZDOFUMGDJYLDEYXYREMAOS,
3_Chapter_2,14,222,question,,仔細觀察，桂花枝條上的一個節，上面長了幾片葉子呢?,,default,,-1,178,179,HCFPZHTVFXHACIFHMZGHJCCCBAEKJDNVRQRRCJFLAVPION,
3_Chapter_2,14,223,answer,1片,再仔細觀察看看吧!,,default,FALSE,0,180,181,NMOWYHRCRVNOROAPEPOHGVOXOHDSTKABDEAKFWCUJYGTZZ,
3_Chapter_2,14,224,answer,2片,沒錯，桂花的一個節上面長了兩片葉子，我們將這種葉序稱為「對生」哦!,,default,TRUE,0,182,183,SVEMXWGUQVUHLDCNSXEFOGMMCCHRJQQEBYYWTZJJSPLFCF,
3_Chapter_2,14,225,answer,3片以上,再仔細觀察看看吧!,,default,FALSE,0,184,185,WDWVRZCIFWZLYTNTIRBEJJUGGIHVWKZDTXIGMFNNNDBNYF,
3_Chapter_2,15,226,question,,桂花的葉子以對生的方式排列，是否與它生長的環境有所關聯呢?想想看，桂花通常生長在什麼樣的環境呢?,,default,,-1,186,187,CWMKRYUSSSZITDYQGEJIURVLZPAJZAZXUQCQOIXXVJCTSB,
3_Chapter_2,15,227,answer,陽光及水分皆足夠的地方,再想想看。對生的葉序排列有助於葉片均勻地獲得陽光，這種環境有助於它們更好地進行光合作用，但並不是最適合桂花生長的地方哦!,,default,FALSE,0,188,189,IEDNIILUNOTPYLTFNQGFYYXVCFYUPOLNMNUNEUESAKBXCT,
3_Chapter_2,15,228,answer,濕潤、時常下雨的地方,沒錯，桂花通常適合生長在較為濕潤的環境。,,default,TRUE,0,190,191,HZWVXKIUSPPNYUFUMSSHFBJALFSFKZELWYFDWZKWFXVNFL,
3_Chapter_2,15,229,answer,乾燥、容易缺水的地方,再想想看。桂花的對生葉片排列方式並不適合乾燥、容易缺水的環境。在這種環境下，桂花會難以獲得足夠的水分、無法生存哦!,,default,FALSE,0,192,193,CUDTTBGGXPIJMGECQYSCFHGBMNESQSJURFGELJXATAOVYK,
3_Chapter_2,16,230,text,,這種排列方式有助於排水，防止葉片積水，從而減少真菌感染的風險。在這樣的環境中，桂花可以更健康地生長。,,default,,-1,194,195,WYEMQIQEMUOGMNHVOAQDGQERQEQTAXGEGXBMAXUVWUSMNI,
3_Chapter_2,17,231,text,,讓我們來觀察看看其他枝條的長相。,,default,,3,196,197,RTRWEHHONQUFPVRDPCDEQRUIJJQBIRCVIAZROLPWPNLEUR,
3_Chapter_2,18,232,question,,仔細觀察，黑板樹枝條上的一個節，上面長了幾片葉子呢?,,default,,-1,198,199,UZEKXHBOOBFFTFJHRFPXOMACSVFRDBKKPMNHJYILEDITHW,
3_Chapter_2,18,233,answer,1片,再仔細觀察看看吧!,,default,FALSE,0,200,201,WMVMIXSYZVYUMUBLYQHVDSFROEQWWFWGPHIYIQKDXEXCGX,
3_Chapter_2,18,234,answer,2片,再仔細觀察看看吧!,,default,FALSE,0,202,203,LZXXXZGPKSXINVHFJGGSREUWXHBIRHYAJOZKHIZZPYGQFW,
3_Chapter_2,18,235,answer,3片以上,沒錯，黑板樹的一個節上面長了好多片葉子，有的長了3個、有的則長了5個。,,default,TRUE,0,204,205,ZRPFHRGPWOWMRZSJOCMPJQOGMBSDDTJQDOHSQDQKFVCQAK,
3_Chapter_2,19,236,text,,我們將這種葉序稱為「輪生」哦!,,default,,3,206,207,YPNQFVIEZBVUFJXYURFJYIQXKBFECNIDLTCHKZEIVBVKGJ,
3_Chapter_2,20,237,question,,黑板樹的葉片以輪生的方式排列，是否與它生長的環境有所關聯呢?想想看，黑板樹通常生長在什麼樣的環境呢?,,default,,-1,208,209,ZUKEWBQKDHXTPHGVDDYGFMWDPRMLPEXQUWRRBEGQKTGHJF,
3_Chapter_2,20,238,answer,陽光及水分皆足夠的地方,再想想看。黑板樹雖然需要陽光和適量的水分來生長，但輪生的葉片排列方式在陽光及水分充足的環境中並不具特定的優勢。,,default,FALSE,0,210,211,BDYYYCOZNYNZMMYCJYSXXQKOLMBNXFWQKWYEZMEZQUBWLC,
3_Chapter_2,20,239,answer,濕潤、時常下雨的地方,再想想看。輪生的葉片排列方式主要有助於植物能在環境中更好地利用有限的水分和陽光。,,default,FALSE,0,212,213,FELFWYKWHQQSZNJHGFBDWTTASWVYLUUAAUUFOROBNQOFQF,
3_Chapter_2,20,240,answer,乾燥、容易缺水的地方,沒錯，黑板樹的輪生葉片排列方式通常在乾燥、容易缺水的地方出現。,,default,TRUE,0,214,215,NVECUGNSFEFOILCQUBEKYDHSQJALDOLEDYEBJXGXRTQXLW,
3_Chapter_2,21,241,text,,這種排列方式有助於每片葉子最大限度地接收到陽光，並減少水分流失，適應乾燥的生長環境。,,default,,0,216,217,RNRCJQJFTGFZYSNULZWZMITKRLIBKWMJZLGEMNOTOTKVSG,
3_Chapter_2,22,242,text,,觀察完上面三種植物之後，我幫你把陽光照射的方向用箭頭標出來了。,,default,,3,218,219,ITIISPMRXVERSCRQZHBKRNOGNGGOIIDKEBKRRQGVEFSCUP,
3_Chapter_2,23,243,text,,你可以將它們各自拿起來，觀察不同的葉序被太陽照到的方式有什麼不一樣呢?,,default,,3,220,221,FHHNEHFILLWUNLDDIGQGYLACZSRBZKYFZPWIYJEFYCDRSW,
3_Chapter_2,24,244,text,,按下手把的中指板機，則可以改為觀察雨水滴落的方式哦!,,default,,-1,222,223,XZAUUAKJYMBSPDUUHSKFCTGRCNACIXEDAOEUHOOUEIEWTN,
3_Chapter_2,25,245,question,,你覺得植物的葉片排列方式是否跟它生長的環境有關聯呢?,,default,,-1,224,225,BXEIHONVFTFFHXWNBVDWRESTFAMHWLEZKZIZIOMZXBSOOZ,
3_Chapter_2,25,246,answer,是，葉子的排列方式會受到生長環境的影響,沒錯，植物的葉子排列方式通常與它們所生長的環境密切相關哦!不同的生長環境會促使植物進化出不同的排列方式，以應對該環境中的特定需求。,,default,TRUE,0,226,227,JCSTMZIPVAWGIDUTEEDQPHHNBWYSTQMJVREGFSZHMODGQR,
3_Chapter_2,25,247,answer,取決於植物的品種，與生長環境無關聯,再想想看。雖然植物的品種確實會影響其葉子的排列方式，但這些品種的排列方式也反映了它們所適合生長的環境哦!,,default,FALSE,0,228,229,DUPBUOAVIISDVRBGNLCEBDKLFDXFQNGMLQKQORVQBNHPIX,
3_Chapter_2,26,248,text,,我們已經認識完了三種不同的葉序，分別是互生、對生、以及輪生。,,default,,3,230,231,ASWZKMZEBLKYBGWINGYHAQJCCHLPYQREMXXCZUXPKWYZPT,
3_Chapter_2,27,249,text,,現在讓我們來一場小挑戰吧!,,default,,0,232,233,PUJJYLVQXSPYHEOWNICZEQUNCLXKMJNROENMFHIIOWVEOC,
3_Chapter_2,28,250,text,,你的面前有幾種不同的植物，同時有三個籃子分別標示著互生、對生、輪生。,,default,,3,234,235,KLKBZSUUIQUQTMTYDQTYAIJHNYCHRMZLXKIJYILYBLJFLB,
3_Chapter_2,29,251,text,,在拿起植物仔細觀察後，依照它的葉序進行分類吧!,,default,,5,236,237,JESQGSNQSYOAFVTCHYRUVXNDYPRZAIMBTFEDYQYSDWDNOX,
3_Chapter_2,29,252,tip,,觀察一下植物是互生、對生、還是輪生呢?觀察完之後再將植物放進對應的籃子裡來分類哦!,,default,,0,238,239,MSISFCAOWBFXMBYYKOHSLONECGAODDKEHDWZLATWWJXCKM,
3_Chapter_2,30,253,text,,非常好，看來你已經對植物的葉序非常瞭解了。,,default,,3,240,241,ZNXWDGTSHWFGHTYFFQSVXPMCDZJJEIURVWSLZTMRNXUOCF,
3_Chapter_2,31,254,text,,植物之所以會有不同的葉序，也是為了因應各種各樣的生長環境，盡量讓葉子都能夠爭取到適當的陽光哦!,,default,,3,242,243,MVHDMVPFNSHNCIRWAFSUXMINQUKYVBBYULJQEOADRQBBBA,
3_Chapter_2,32,255,text,,現在讓我們仔細看看，葉子是如何進行光合作用的吧!,,default,,3,244,245,RWWAMCAQOWKKNEDIWDDHFHDCTQNQUGXOQPKBNFRQYUIECL,
3_Chapter_2,33,256,text,,現在陽光照在葉子上，我們可以看到陽光的能量還有空氣進入葉子裡，與水分進行光合作用了。,,default,,3,246,247,GPQJWCEZCHYUUACBXDBJBYMXDNGWOTIUIIDIREYUTPBBEW,
3_Chapter_2,34,257,question,,觀察一下，當植物行光合作用的時候，有什麼東西被排出來了呢?,,default,,-1,248,249,IQLRZLFXBBIBXHBGLLMWUXOLVLZYQENDHVJSCKXOMRCAEL,
3_Chapter_2,34,258,answer,氧氣,沒錯。,,default,TRUE,0,250,251,MKMVTTSWIEKCHBTKYCXUNYXEUZODWBLDQQNNMSGDIHPQNZ,
3_Chapter_2,34,259,answer,水分,再觀察看看，水分有被排出來嗎?,,default,FALSE,0,252,253,QXTTTISXOFZXXHLSAVWNGSVCITUYDMWAGJPXZHAHDQHAOE,
3_Chapter_2,34,260,answer,養分,沒錯。,,default,TRUE,0,254,255,OUHMDLDJIHUPLOWQSRBCOOPGMOINASBVUETCEIGPTDTIKT,
3_Chapter_2,35,261,question,,現在時間來到晚上了，少了陽光提供的能量，再觀察看看葉子與白天的狀況有什麼差異嗎?,,default,,-1,256,257,NLSHXGMZVEDKIRKSQDMXGFPMNWZMBQHOCJQMLEISVMQROX,
3_Chapter_2,35,262,answer,葉子停止吸收二氧化碳、排出氧氣了。,沒錯。,,default,TRUE,0,258,259,BOVCKPDJJHQZYAYUKBRGZBXTTDZHBVEFNIABUWWEGUYCZS,
3_Chapter_2,35,263,answer,葉子持續吸收二氧化碳、繼續行光合作用。,再觀察看看吧。,,default,FALSE,0,260,261,HOMDEKIPOIVQLLOIJHUUFZEZJWBHUYTWZPRGSSMRHTHIBF,
3_Chapter_2,36,264,text,,原來葉子在白天以及晚上，所做的事情是不一樣的。,,default,,3,262,263,NRTHZYNXTADWZRSRQLQLATLMWHWGICPZMSPHZOGSSOCKWI,
3_Chapter_2,37,265,text,,糟了，旁邊的植物好像有點缺水，把植物拿起來看看吧!,,default,,-1,264,265,IOUYVJWFYQYMWUMMXDRJHKJYYHXSHZEJVCNTJGLMAOCTYH,
4_Chapter_3,0,301,text,,奇怪，這裡是哪裡?,,XXX,,3,266,267,DOIMSENXKCTUBIHSUJTKXWQNXKIXNHCCKFIVDVNYMDTXLM,
4_Chapter_3,0,302,text,,你好，我是負責照顧植物的精靈，小綠。,,小綠,,3,268,269,AIAEQOXKGTCIWMVDDNEAGYUDNYGOHFTMJIXWHEKUVTBILL,
4_Chapter_3,1,303,text,,為了拯救植物，我把你變小進到植物裡面了，現在先讓我帶你去植物工廠參觀吧!,,小綠,,3,270,271,YQSLJKIXAFBMVOIEWCMBBAPXBEVBRBJIOKARPBPJEVLPSZ,
4_Chapter_3,2,304,text,,在植物工廠裡也是有分白天和晚上的哦!,,default,,3,272,273,YIXSCAOFUBORBUFHOFTIYRIQGLSJOYUERSTSNPSGAQTPCJ,
4_Chapter_3,3,305,question,,看一下四周的環境，你覺得現在是白天還是夜晚呢?,,default,,-1,274,275,USQGUPIEZROQTQJJYXBKUEATAAUUXCZSOYMUVOSBYNPILC,
4_Chapter_3,3,306,answer,白天,再仔細觀察看看周圍的環境吧!,,default,FALSE,0,276,277,DIBCPCUXDPGZMOHTOIXYRAISLHNDOTSVASMEPRSLQRBUWK,
4_Chapter_3,3,307,answer,夜晚,沒錯，現在是晚上，太陽都躲起來了。,,default,TRUE,0,278,279,BFWECMQSPSRQTKWGTOCVYMMCWIWQFXIWJQOZTUXKEBUMIV,
4_Chapter_3,4,308,text,,葉綠素寶寶們看起來很累，沒有在工作。,,default,,3,280,281,BGLDWSOWRKAMSXCRPUBJOVMLPQECINRHFSPZIMXCQXCRHF,
4_Chapter_3,5,309,text,,接下來讓我們看看運輸帶吧!,,default,,3,282,283,XMXNZWMCGAGRYWLNFYDIPIKXZIYDQOHDISSNRZHVVEIRXN,
4_Chapter_3,6,310,text,,目前上面有一個一個東西，這些就是植物生存不可或缺的水分。,,default,,3,284,285,JGQYMXFRVFIWFJTNGFDNXBFJTAGJMMQLLWIQBLQNOGWGIJ,
4_Chapter_3,7,311,question,,觀察看看，在晚上時運輸帶上面的水分是怎麼樣的運輸狀態呢?,,default,,-1,286,287,SAKAIELKQHDGFBNTKWVYUELUKZEPUGFBXCOCRCWAIOLISG,
4_Chapter_3,7,312,answer,正在運輸,沒錯，我們可以看到就算是晚上、工廠在休息的時候，水分仍然會以非常緩慢的速度在運輸，保持植物的基本生存哦!,,default,TRUE,0,288,289,FSLMXIFJRLAOAHFKVVTTTJHFFGIQEVYQVZMONUDSXOVANV,
4_Chapter_3,7,313,answer,靜止不動,再仔細觀察看看，水分真的沒有在移動嗎?,,default,FALSE,0,290,291,BYRNGOBNGSSCVXDRNOMVHVTSMVTGJYXPVQFHKAXLWSOOAG,
4_Chapter_3,8,314,text,,接著讓我們按下工廠啟動開關，準備讓植物工廠迎接新的一天吧!,,default,,5,292,293,HBETTCFRMIFCVWOBRNHMFJHZOPJTHGRXBUNOTIGRNMPBMV,
4_Chapter_3,8,315,tip,,可以看看你的右手邊，有一個拉桿，那就是工廠的啟動開關哦!,,小綠,,5,294,295,KZNBKYXZTTDYWFHHLAHWETFNCGLBADCLXSZUDRSCOKWVVA,
4_Chapter_3,8,316,tip,,把拉桿拉到「ON」的位置來啟動工廠吧!,,小綠,,-1,296,297,MOJYBTERJYHIYUTUNYMVGISEDSFYXBSBVUXONWQQKUHDSF,
4_Chapter_3,9,317,text,,工廠啟動了。,,default,,3,298,299,HMIWEVKQJGLZOCXKZSEDQXBHFBKUBVZENXBASXEBZVZNEN,
4_Chapter_3,10,318,question,,看一下四周的環境，你覺得現在是白天還是夜晚呢?,,default,,-1,300,301,WJSGLEWTNEILXHCQLDRTNJJSOXIFECDOBSUIDZHHQJHWQN,
4_Chapter_3,10,319,answer,白天,沒錯，現在已經是白天了，太陽升起。,,default,TRUE,0,302,303,YUTXDRWLSAGMMMDFJZHKSDWHSEQLSEZMWKKTSDRKGLRXXZ,
4_Chapter_3,10,320,answer,夜晚,再仔細觀察看看周圍的環境吧!,,default,FALSE,0,304,305,DGKOWMKKFLVBPRNQPUSYCGOSIPXVNLDAKKQPGXGJACRZZC,
4_Chapter_3,11,321,text,,太陽提供能量給葉綠素寶寶們工作，葉綠素寶寶們開始將運輸帶上的水分、二氧化碳，加工製成氧氣了。,,default,,3,306,307,EEHOEXYOUZVSTQXGYSXWYJSHLSHBZGGSMLEZVREBJOIGFB,
4_Chapter_3,12,322,question,,現在讓我們觀察看看，在白天時運輸帶上面的水分是怎麼樣的運輸速度呢?,,default,,-1,308,309,AWIYLGERNHVKJENVKVZSIZQHHKSTVRZLAVQAKPBHTVXTEG,
4_Chapter_3,12,323,answer,比夜晚運輸時的速度還慢,與剛剛的夜晚相比，速度真的有比較慢嗎?,,default,FALSE,0,310,311,AHJWVJGOGWAQUMDDHCAGROOOGEWSKTQYKPCUTZXQMBSDLM,
4_Chapter_3,12,324,answer,比夜晚運輸時的速度還快,沒錯，我們可以看到在白天的時候，水分的運輸速度就比夜晚快很多。,,default,TRUE,0,312,313,FEUSDVGCKSYTYRDYIJYTUZDSQTXJWWUGICXOKGXQPEKORY,
4_Chapter_3,13,325,text,,這是因為植物工廠開始運作了，植物需要用水來進行光合作用。,,default,,3,314,315,OJTZMXCIANUEGKMXBKZVDVFIZUMYHVMBCGQYDFEYSOZPVC,
4_Chapter_3,14,326,text,,你已經基本瞭解整個工廠的運作方式啦，現在就讓我們到各個部門去看看它們在做什麼吧!,,小綠,,3,316,317,VNSAOCTXHNQPZQYSEGLNWLDQPQCKWPFHZYYYWERDPWTAMQ,
5_Chapter_4,0,401,text,,歡迎來到第四單元，在這單元裡，我們要來認識植物中的葉有什麼功用哦!,,小綠,,3,318,319,ZYMGVHUGKCVLNHHBQIDJOIESYTCGUSSKYOJQNIQMCMGXEM,
5_Chapter_4,1,402,text,,現在我們來到了植物工廠中葉所在的區域。,,小綠,,3,320,321,IDTWSJTGWNMATXRZDIYDEEXZXNXULMXFJVZAUHELOSHVQZ,
5_Chapter_4,2,403,text,,當我們把水分運輸到葉子的時候，水會在這裡與太陽進行光合作用。,,小綠,,3,322,323,NALJPLWQXQTUGWKEHTMDGJUMIHYJFTISTIIFGMOLSWNASO,
5_Chapter_4,3,404,text,,讓我們來實際參與光合作用的過程吧!,,小綠,,3,324,325,WLLHLMMGUPCAEUFQRBHWHKGWSOQGCAFBENKWBKKRKWKKSX,
5_Chapter_4,4,405,text,,你可以看到面前有一條生產線，當水分運輸到葉綠素寶寶面前時，葉綠素寶寶就會將飄在空氣中的二氧化碳抓下來，,,default,,3,326,327,HAQFBMWPWBCNXSVEDMXSUTBXIPSAFGGBCGERSPNNFTPXUV,
5_Chapter_4,5,406,text,,與陽光的能量和水進行光合作用，不斷產生養分與其他副產品。,,default,,3,328,329,YHNSLVBPEMMAMJLEUVTVQYDISLXTDYHQAQEYYEBFRCMPCI,
5_Chapter_4,6,407,text,,你可以操控眼前的面板，將太陽光的照射強度變強。,,default,,-1,330,331,CXQRFRMRIKFGIXAMVGRSWXTBXYFTZEYCFDKKSHKCLSRYHL,
5_Chapter_4,7,408,text,,太陽光照射強度變強了一點，我們可以看到牆上的圖表顯示光合作用達到了稍微好一點的效率，效率指針也變高了。,,default,,3,332,333,FLMKYBSHKJZIPSATPLFRYLFRWJCZMEXEZTLMFQFGPSODGD,
5_Chapter_4,8,409,text,,但要記住:陽光也不可以太強，不然光合作用的效率反而不會變好，葉子也會受傷哦!,,default,,3,334,335,EVUPERBSPBAROIGJPTFHSXAUETTRLNBVLZIHWWNSXPLHWM,
5_Chapter_4,12,410,text,,現在可以自由操控，觀察陽光強弱與光合作用效率之間的關聯，想辦法讓植物的光合作用發揮最大的效率吧!,,default,,-1,336,337,TKUSAWZARZKGEDGHULXPKBZWUYOSAEXDXBLAFOLMDZMQRB,
5_Chapter_4,13,411,text,,陽光有點太強了，可能會讓植物受傷哦!,,default,,0,338,339,UIKWYKXHKAJQQTPUWCZHIFVVKDLZLGENBFQWGFJAIQUIFU,
5_Chapter_4,14,412,text,,好像可以再把陽光調強一點，會達到更好的效率哦!,,default,,0,340,341,CFVIVFNYFVNJKFIWRAVLWMHTRGIAIAYHBLZVPXFXQMOGWO,
5_Chapter_4,15,413,text,,很好，你已經成功讓目前的葉子達到最好的效率了。,,default,,3,342,343,CEMTSNDRDORRKRQNJLNPWDMKHDRMNWDYLYIZWJOFPTLGWI,
5_Chapter_4,17,414,question,,想一想，葉子除了可以行光合作用以外，還有什麼其他的功用呢?,,default,,-1,344,345,BLSTEFENBLUBYBKIEZZLTRFXSIERLIBENJRXDRUZDLNLVB,
5_Chapter_4,17,415,answer,保護植物，避免植物受傷,沒錯，有些植物的葉子具有保護功能，比如仙人掌的刺狀葉子，可以保護植物免受動物的侵害，並減少水分流失。,,default,TRUE,0,346,347,CISQGSKLUYDNMSUDVHDRUWGQFTCNFQUVCKDRZNZYXKKCMV,
5_Chapter_4,17,416,answer,感覺和運動,沒錯，一些植物的葉子能感知環境變化，並進行運動。比如含羞草的葉子會在受到觸碰時合攏，捕蠅草的葉子會在捕捉到昆蟲時合攏。,,default,TRUE,0,348,349,UBVCFWVZHNFRKIXIAURYMGTRDMZUEEIANGTNGEOIRXTUVT,
5_Chapter_4,17,417,answer,吸收水分,吸收水分主要是由植物的根部完成的，而不是葉子的功能。,,default,FALSE,0,350,351,EFGHXLSQCYQFYJNGTZTBYRUYSUUGJPBDPFMZCAZCOMAHWV,
5_Chapter_4,18,418,text,,目前光合作用的效率已經達到上限，我們還可以讓供給的水分變多，來提高效率哦!,,小綠,,3,352,353,TWPKGIBIACUVDAPVKYZIHGTAAQSVJSBAQTXRSMZHABRVOD,
5_Chapter_4,19,419,text,,讓我們到下一單元去看看水分是如何運輸到葉子，以及我們剛剛生產完的養分會被送到哪裡吧!,,小綠,,3,354,355,YARJXLNVFSKSZPWGWGAWYVLQIUFPRLDGIEARVNYDKYFRDG,
0_LandingPage,0,801,text,,<pass>,,default,,0,356,357,PNCKANPDNIYEWYNTXXXEPOXQPAWWWOCBIMYHFPMHNWAAWY,
6_Chapter_5,0,501,text,,歡迎來到第五單元，在這單元裡，我們要來認識植物中的莖有什麼功用哦!,,default,,3,,,IYIHXWIBCJWKFKHAVSDHKVMXWODJDYWVTRNKPNSORPAVPC,
6_Chapter_5,1,502,text,,現在我們來到了植物工廠中莖所在的區域。,,default,,3,,,EPCDUJZEPBOEJWTNJUHMOZRZQQCRYOWOAFKBFSAYAZFKST,
6_Chapter_5,2,503,text,,當植物從外界吸收水分後，就會透過植物的莖輸送水分到植物的各個地方去。,,default,,3,,,IPNPOISGPZFKNASKBGKJOYARYILKOHHAZVUXRMOISVNREV,
6_Chapter_5,3,504,text,,讓我們來實際參與運輸帶的輸送過程吧!,,default,,3,,,FTFBRMRNFXZATKFJVCJUFZKJNAVXAZBGAPEPWYFTUHQCXF,
6_Chapter_5,4,505,text,,我們來到了第一條運輸帶，這條運輸帶是要通往植物中一個小分支的。,,default,,3,,,TDNNENNPANPPAQLZLACEXNKWDPQLONVRSGPBAHUFQGVUAZ,
6_Chapter_5,5,506,text,,操控面前的控制面板，調整運輸速度的快慢吧!,,default,,-1,,,FQAOWVBXUVMOKQSTRKYYGMPHARXSLZXCGGBPZGNLTDDJQF,
6_Chapter_5,6,507,text,,很好，順利完成第一條輸送帶，讓它可以穩定運輸、供給水分給植物了!讓我們前往下一條輸送帶吧。,,default,,0,,,GEGQVLSYDOZHLMSGBVAVEHQCGSOWOSWSXGOWXOZQVYBZSP,
6_Chapter_5,7,508,text,,我們來到了第二條運輸帶，這條運輸帶是要將光合作用進行後的能量從葉子運輸到根儲存起來的。,,default,,3,,,NRTJVTWVFXWSVBISYFOEYMPUEBPDLDSYHVABWRUHLWPERS,
6_Chapter_5,8,509,text,,操控面前的控制面板，調整運輸速度的快慢吧!,,default,,-1,,,TGEXJKVCILSNRJXDLYYIRFSCKLGTHRUENBTIRUECHBZDTS,
6_Chapter_5,9,510,text,,很好，順利完成第二條運輸帶，讓它可以穩定運輸養分到植物的根了!,,default,,0,,,FJNKXJJBITNFRWMBOIYQHELUJGEWULUDBDELAJWYKWASNH,
6_Chapter_5,10,511,text,,我們成功讓莖運輸穩定的水分及養分到植物的各個地方去，可以讓我們進行下一步了!,,default,,3,,,WZWXMEXTIIUSKKTCYDQXSKQLEREDXDSBGEDKSHCYCVHZLB,
6_Chapter_5,11,512,question,,恭喜你完成這個單元。想一想，莖除了可以運輸水分及養分以外，還有什麼其他的功用呢?,,default,,-1,,,HUNDYHPCGDCHMWDNRWBBCULGXKSAJQUEEKQPIJPJZZGORQ,
6_Chapter_5,12,513,answer,支撐整株植物,沒錯，莖支撐著植物的各個部分，使它們能夠展開並接受陽光。,,default,TRUE,0,,,ADDDOFIQNIUQZUKOGJXGHFKHWSGDQWEGJDZRZPMFJCQKQE,
6_Chapter_5,13,514,answer,吸收水分和養分,吸收作用是根的主要功能，而不是莖的功能。,,default,FALSE,0,,,CSFUQIVGFBPFPBKQMHRYIRWQUXBXECHSKFRDWNVWPZSJYE,
6_Chapter_5,14,515,answer,儲存養分和水分,沒錯，某些植物的莖可以儲存養分和水分，幫助植物在不利環境中生存，例如：仙人掌需要在缺少水分的沙漠中生長，他的莖就需要儲存水分哦!,,default,TRUE,0,,,QINJKYKUOPYVTYJPBMKGZNTBIUTVMVZSKNWELXHLQYTECC,
7_Chapter_6,0,601,text,,歡迎來到第六單元，在這單元裡，我們要來認識植物中的根有什麼功用哦!,,default,,3,,,XGTWSVYVQPOYCZCWWYKXHYBQYNTRTIYAVNXAXFJNXGDGIB,
7_Chapter_6,1,602,text,,現在我們來到了植物工廠中根所在的區域。,,default,,3,,,PHFDJTTCIPDSUDYJDYICLMZUEWXXMXPZVUBNSDAEGORIXX,
7_Chapter_6,2,603,text,,當我們在幫植物澆水的時候，大都會把水澆在土壤上，就是因為水分都是從根部進入到植物裡面的。,,default,,3,,,QCKQWAFJLIMUSWCSAFJMDOSVEDLWKONKRIAZGJLKCOSOBM,
7_Chapter_6,3,604,text,,當根從外面吸收水分進來以後，便會先儲存在裡面，後續再慢慢運輸到植物的別的地方哦!,,default,,3,,,KOPUPHDTBEKOVWOBHATJGYDEFDCAHLDZGPKWOUCZSMGNTJ,
7_Chapter_6,4,605,text,,現在打開水閥開關，讓水進入根部幫植物補水吧!,,default,,-1,,,FNDSGWJYVTVYVYCRWCOGOTHEQCAXOONALTXFHOBPZGHLTR,
7_Chapter_6,5,606,text,,水有點太少了，會讓植物無法順利生長。,,default,,0,,,RRAHOOBQDASAYWRKTFOTCCDHLRKQVRRIRGPZHUIADBRAXM,
7_Chapter_6,6,607,text,,水有點太多了，植物可能會被溺死。根吸收的水量必須要在適當的範圍內，過多過少都對植物的生長不利哦。,,default,,0,,,JANCRHNUATMKGIYRTWLIUJWOWAEKEHXAWCTYTXLCMTSLLW,
7_Chapter_6,,,,,,,,,,,,UTDSHEDUOATCEYECMHOYHPZXHSABRBUTZDYKFRCHLFCDYC,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
7_Chapter_6,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,IPEIHNHMOMIKOFIBQKCCLSHPDCKEHWITKXHICADBWXSOKW,
,,,,,,,,,,,,JFSHJSRPPAUYOMUCEVXQFMMFIXLCIBSDIUVBMHHKDYNSEY,
,,,,,,,,,,,,BKVQONBCDHTXLTQZGTHTTTNPTWYKYHRXWUKOMCMNRZOURV,
,,,,,,,,,,,,FZZBMGTOFJTAWHDVKFCEXIQQTXIUENITTZFANCNPDOJQGK,
,,,,,,,,,,,,WKIXMHAMZVDSTUYIPHMMXTSSGXDHPRRGUOGQNEFICWJPXH,
,,,,,,,,,,,,BKJFRWJFVUSTXMGPWYXMLFSGDMCLFKFTNOUYSHRQHOVDBU,
